X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
9,9,72.47543148742524,206.47530309531822,35.50064894650708,15.495360392518227,20.89550583943447,52.66981783625483,9.178245832704492,1.2717484787799074,28.928199266677726
2,8,31.07153864994161,118.88862580589131,83.2601303308628,13.551488354840119,9.539475470556583,95.56919419349667,1.9549853472452297,5.004698148538104,1.045447542192064
9,4,88.16182029269358,10.135591147451287,728.9798887534154,47.04193634764524,12.158792290243511,60.7307047951088,2.254862409115489,4.364472001815964,12.08217885188429
5,4,50.048057495022974,281.8399530942637,563.2034114189091,10.171910408205942,21.580272083896453,39.344414519809845,6.48713543368585,0.6221216092016846,5.117499916329788
2,8,54.01098519002801,287.33472523827675,824.5688486590794,33.97479435000071,20.768393880627038,45.09515255575819,0.7958038814577363,3.9445581202605404,13.901957920705595
4,9,73.39632645536634,160.52559282912677,294.6600607407223,24.623969835004292,31.922360507689753,67.11143549595585,7.786175453607803,6.295040922321941,20.228611889179433
7,7,82.31511834462594,21.608713954519644,189.25063975387073,26.25404081510354,18.65452994063477,44.983473054111826,2.19128037280563,3.38009040672165,0.5522129865145643
8,6,37.016562607936244,158.09022121637827,487.0962865628339,25.499884881795037,13.24096282936775,60.75947144825686,5.18398747680351,1.8268728230809488,27.406799634198222
3,4,69.95463584046715,260.0566240580786,466.50617361137853,50.487203231197334,18.527274734658103,38.30359094349032,2.6388684484701685,0.973665613957082,0.7059006690894716
1,3,49.07984840140901,198.43179503920754,511.8661547341509,4.885987475235024,26.651876879721932,44.404158026515795,6.329937433989101,6.333710395598282,13.999810885172879
4,8,47.274476610307005,210.04087484569658,304.24212469047944,43.92077131448713,19.00531435987856,74.98686800109058,5.684944830150241,3.608421433580388,0.7157093293329998
2,8,72.17700135540073,25.758246822838743,12.928320769368069,46.8442108753734,12.3402343139479,64.69255988973043,8.91795760368856,2.398069762298492,19.782011031475413
8,2,48.706703747084916,32.009677066628775,37.77149046246397,52.895407955310795,12.731114689367939,22.94638338163726,4.410406800193517,1.3716172807960838,2.2938986245049087
4,6,45.523408762741596,38.0566149042819,573.9448236549767,25.390857472005607,25.7368475784371,97.72051407301338,8.27391066451858,6.081274984048811,5.692854685778753
2,2,83.48135162978379,263.5501571284201,454.082137662179,28.053657264856025,4.266541410385866,19.193638451505237,5.582396528695761,4.012983734595952,26.974204986509488
6,8,26.54889959690299,153.7015644437586,707.9763011046409,53.92862263600542,10.744889089027332,22.049863643941425,8.630163869700523,0.3690697693876949,15.705409474921556
6,8,71.08167826934132,230.815092973246,264.05948658750174,25.719104519248045,6.959469061705644,74.61781414299637,3.0263985739117634,0.3804582279075234,15.40729572426625
4,4,37.97621801877341,34.557523618220785,703.253176687023,28.249069333968066,31.579412192433892,75.18154185161997,5.34784943146257,6.012389873321251,14.410887970138116
6,6,19.90111374152975,270.3019131385943,370.716528250131,18.639467250424442,5.00193158453035,16.60952032427561,3.9102667741099526,4.544620362906117,8.426571879976224
2,5,31.624230837633633,239.39543495249038,90.35471335536178,1.774299983408859,25.77951025844358,69.63408145440582,0.9930758570887924,0.6619537033360197,30.24750156768207
2,3,65.71626855762975,66.32655481380833,841.765189421085,24.294360353819737,21.806235210491195,17.827101255998798,5.568392224541728,3.9920559554375794,17.816253537683025
4,9,73.65735734016015,254.78768410190528,444.4277667823848,36.75062253853835,21.880216860867204,96.6654494806523,7.548055605268711,2.6843615017062783,5.803330870790417
8,4,20.3319782256148,77.55108877695405,544.6563288556928,38.70596558542056,25.942767144299225,74.17212047579952,5.405832649219905,5.047697786285131,13.569528468541543
7,8,21.522971855883313,60.6896329841942,579.8887609196545,0.3651350902265932,14.655175931494977,30.859138612280873,2.9140794774006396,1.7517616534958464,62.698427659518146
9,9,88.64701390032887,77.78359046290402,316.92892747386117,44.93906066475569,14.663118651415221,28.43890699363562,2.7744613301596255,2.4502198459739333,20.479464942338108
8,4,24.381200903813287,265.16895936171125,645.3173983464445,27.624515952611485,11.17874982758487,63.421295731234764,2.5405468684370893,1.0713045147578597,0.012237398525990347
5,3,87.99911729278428,266.8047941964152,749.9762150048124,29.21381477376542,20.790026147144047,68.84909167911093,9.216684655994287,1.6159368080024343,13.389764512948814
2,8,36.3828583156952,96.57457381444854,338.0543347880974,53.95382090635761,31.116943340629028,85.65519853909778,3.992975871054968,1.210578269098636,22.816229870513713
5,3,76.05137951226149,205.81700051443875,568.1246560307212,15.958271000591385,30.93587750105796,91.78229768315273,3.2518278727855354,0.15552039786153884,3.971288594740697
8,9,42.704326793315936,197.20127304864596,653.4994847053665,42.728676581114186,24.062076904841078,48.365342744947554,4.166212681707166,0.2954633940731,37.93878080951802
9,5,85.25328198471175,235.16447584424301,170.02035295947962,32.24494738221439,30.382377479127857,86.74721160157661,1.442181338648358,5.347995596355862,5.129935814811182
9,4,72.98525207038773,87.14705694124643,291.5046811644414,39.31479369340595,32.1654355618644,61.10230300192238,2.164175754551483,5.144345411844096,5.467584248407834
1,7,49.84054304163138,149.14220486239861,100.67021820904021,23.439559044921072,26.927763727386807,54.99948195117167,4.98011927611507,0.9006231091723471,1.7539213211514109
9,4,24.613440198491165,194.85898058260483,521.4031574644431,15.663542935895459,14.883616530138067,74.41250491491198,7.589624475661403,4.2745296182470325,1.0158385803871648
7,2,75.48426424998755,8.719728818634735,690.859573226444,30.637665927897224,17.228296452916027,23.771571714295572,8.287840211033705,4.772123486030513,7.69155388384731
9,6,66.50856858730157,110.42958389504302,528.762122469973,21.034198310383495,31.162090214973112,37.557852987263566,8.193862908252497,0.32815705525805544,9.232537170210183
8,6,18.925658132118627,203.0468013983207,161.2016726741254,12.505317132344148,23.037251141043487,84.42482825996801,8.902757815814754,0.5666784486494862,4.571213897751004
1,2,19.43003883786451,74.40309602317251,473.78841229798735,47.08114790918208,27.72358219289005,57.846701258679765,1.531943714003675,3.603313251691555,9.329522807858316
8,8,81.38145542243377,279.0257318532826,719.8483484484696,26.694152479572438,5.811146511682493,92.18369210097799,0.7687325590736236,2.3945631600666317,5.019829234993516
8,6,38.80347975714368,9.852830011284663,266.0334336158974,47.53441308080946,8.230334009319034,22.539817380047424,1.3515809624451876,4.476103897731028,20.26355738061266
3,3,68.0003592489251,279.13690183787014,717.9019359708265,26.59317177089643,12.90177333374433,41.640088933303836,5.806680279992061,3.5692053190378594,30.752765681221433
1,9,53.90161753180668,64.00487449661809,676.9482740706688,31.23635084166609,8.054284387902083,45.221740888343106,5.405070871989171,0.19853828931824397,9.002715011023636
8,9,85.61582612543697,15.26815656674237,26.438386842332662,55.83522153771287,30.391063510662896,50.931227431468095,6.440890567632814,4.375542686729078,18.4689899091965
3,6,89.76448626544287,85.97596444147636,212.08311997070754,53.379386295172466,8.94529601162137,98.87970438296111,3.739815763741557,1.3050751777125023,19.22379666125639
3,6,95.9525977326112,229.27912557562337,470.8669894237208,15.241801744412566,19.528413515678427,41.40633069579714,3.9242992535617587,2.0006390102634244,12.509340579895438
1,2,30.61052052506163,219.458670271225,619.8123314154224,48.73156717980135,4.857615361648735,59.088008502061854,5.310175808724259,4.712891689411318,2.131955585654533
5,8,85.57971360184935,61.70548884589425,758.7283792241675,21.90163543541254,7.019313426892316,60.56606252903515,1.111505020874569,4.936021764263755,1.6834537874059023
7,5,39.31665669648214,58.20849676834019,554.5167847870334,3.997054196773034,9.894610697604474,80.51782478162616,7.598849495224919,2.213213374541714,25.193023818243706
9,6,64.48823030440184,187.5766915664777,332.219474824482,32.30131493170496,32.767984786164405,59.01886449729367,8.705699932879247,0.5710540246381307,3.0796819601795145
7,7,57.89739462486385,134.035596543897,165.33161918490882,54.8126093153826,26.988682842821664,66.4876790527434,3.886106806563518,4.925906166468946,2.8280179673725896
9,6,20.09408019686004,231.02254445662783,655.9825739528153,54.6589978409965,23.147562327733596,79.03288431467749,7.056151845360716,5.569345194616263,1.8167625054228078
8,5,90.98977419272235,8.103332376579052,184.22263563567725,7.094707714914458,30.695747697728834,23.596220397795353,5.339512482491899,6.171597724728109,7.496202831897975
2,2,24.77034677406443,178.2415219927177,600.8936056559766,43.266376997261375,31.938089306332817,96.8951304996224,2.5240773489554345,2.0340922313427834,11.300951801978208
1,5,72.03696625409953,213.14101795201196,162.41914613242855,45.03893378243664,16.3061176340691,86.93585496675308,1.0101801085247777,0.7926533454708832,11.27510250949526
7,2,79.53802980614032,289.38064971071975,85.54161815888034,20.686582400164628,12.391141877665731,48.0456721579641,2.613090196121489,6.001028057273531,3.0252867269141337
7,3,80.33480830119552,198.08244766753296,222.013160754562,36.94718966467324,12.006306665167926,76.91549507126818,5.8441553917990126,2.55850042039002,0.9958325179036445
8,2,29.20082521698547,68.38146443080021,250.85964517126496,27.38574673135214,3.3111750747330495,79.79763387474347,0.7620679842348241,0.5986173626589036,3.7136734523954402
5,3,53.38667116436784,32.49563375418725,559.7752289838098,12.784802781526889,10.896744714889106,87.27094820033084,7.925716576520968,3.1921981273282882,7.000404508259528
3,3,82.98073745863344,187.09404800171066,145.08524767365364,42.7069261767218,13.241929579725436,31.00693013639443,9.13275574281083,1.2193569857698527,9.47884591611491
8,2,42.15763880435348,152.92772619378627,801.1727047039195,14.740426908276376,3.347553906855616,74.81473397472323,1.1515172074881825,2.2737835768808283,3.15533501845666
6,7,54.95052234153643,262.0319627067438,480.60420994405655,19.09911894563708,29.649009765747657,17.833945094734105,2.6202813765191286,2.0502417789091183,2.0231009697200357
3,4,39.84152668423805,211.961647746806,426.5174868672001,10.660032515757367,28.568344483372023,24.824225544579917,6.480702538998201,6.31863595166551,18.42478437495929
1,2,54.62523488611262,149.0272590023685,378.56401235074514,40.351120142546314,10.021678609959928,80.96569163956782,7.654722910825872,4.09288479046961,19.514067498845634
3,6,87.50743900094821,118.22166441604583,491.0409685444279,25.734419419895502,27.159581799628103,84.10525532994956,3.51394682518927,3.147537155023677,3.2844335182438593
5,7,53.97212790503963,118.44953781545203,27.04052889885176,24.873239596464153,26.962189439441314,65.357098430588,5.0371458729381215,3.2880153709157094,8.212370522373579
3,7,61.783181323259825,66.77350384108826,852.1466516035836,33.91597683252971,12.618896827760071,64.44330780563126,8.425834626666484,3.8661676014788764,5.795086542326899
1,6,50.008161955988975,6.127997003503285,483.3010355808506,8.822479390575623,23.87881600142703,78.70847141127402,3.859585077544565,5.5856289148620935,1.5311295547953705
5,4,54.359081698257725,167.9390526977022,37.9107783249296,50.3864332080051,11.21457876273718,92.01720987753963,1.1338444611625837,0.934286639877437,28.23229233067876
7,7,19.876000426097683,62.74275537823705,510.97390352734874,26.092612444835726,4.385590936107468,50.79478952374853,9.354047097060866,3.8376514710276766,0.09831103112851217
7,3,40.690277021935344,61.55647152467763,380.5970571936091,20.562156772061876,17.899212635191233,24.7597950816246,2.022521849168946,2.0619705871818894,2.077333634281498
9,9,52.53508343499139,37.48563256191464,28.396943947446843,7.107343159581297,15.831970971338741,86.31494767631949,0.8390363583884742,3.6569741364813,4.239828913374626
3,4,67.8192656394365,56.12061124927624,796.1603969646773,9.42223086501194,6.496555641552685,44.039752407514,4.095882376749991,3.3134780500364927,19.41150281497854
7,8,53.579024617926635,10.325211200900952,16.910371817340646,51.632213610567554,17.456208780391623,26.37179072290018,1.4931716916408875,0.1915787533954152,15.542570713013458
1,6,44.88082085742121,196.76196671702397,500.65117887371827,25.616215573724418,31.725585693040095,67.24239401214066,9.208600459832168,3.7277736114657074,8.67224569048758
4,4,48.777651989172185,117.58544315394386,828.0189705008812,40.514517876054526,24.946326877581946,64.13713364299362,3.827144704560364,4.538968725149914,11.875122107004293
4,2,37.47773301303616,164.0544385639667,210.5053545774263,4.516967384143712,25.178928839314196,55.31092755270304,7.832300196181972,1.5743978762940907,4.168976069712038
5,9,90.3483069149891,185.945100749636,224.63849660751487,36.09836092549574,25.759829727059227,88.0827657610085,1.9894485055400581,0.6839594224322681,28.224774661015992
7,4,59.13509999879588,283.3150199725414,8.26080172324192,51.69722669012933,25.35811140605177,38.139196009286266,1.6493328107516647,1.3545245198390754,0.27152606670569357
7,3,19.73923267508954,20.910754271266388,64.47764435415132,16.827949594451653,2.8189346409588696,16.12499754917231,6.243638170430976,4.073042314095356,1.0639291127196853
4,9,20.20708502751486,122.37971213808329,46.176348551783036,32.489782090023944,30.957888100081274,42.494841110086995,8.583791222288516,3.000273739326138,25.976789955081617
7,2,94.10452670878323,72.45958030938479,709.3790131011204,52.74629175211922,28.017284474045848,15.825006634180948,1.4308280946398657,5.537950262289955,29.013611948570706
3,5,35.86244408142649,139.44180262484747,721.3861258920324,40.353995268444805,10.739419571166383,61.20525292623134,5.703285690984298,1.8239258791612494,6.7446479564139175
6,6,81.13464238310938,268.2210616381504,627.5571617841425,3.496460683746737,19.390323000419198,47.15110489308707,1.1644554227618646,2.3366266840848207,8.591091727353064
2,9,23.21633587094452,211.2002337750135,308.68567217332446,21.24715396131062,21.326684421543497,84.1851329728523,7.709466496106977,3.379520782468663,23.28291233421567
9,6,90.09011209382756,193.19776999646504,708.1836694202158,4.811851616496879,6.303490405515221,82.79475496171949,8.583753222145324,2.944107831545641,19.20281854886538
5,4,86.46731778416758,129.14955334032769,468.16573341110546,48.31991714677367,10.098261020256663,51.944271930386414,6.059148729019901,3.505672255249514,19.801529578978954
6,7,62.959720088674885,195.85684702826129,267.38537275443053,34.87527753752283,2.923088537337129,33.40124825479496,6.595087922871518,1.997365380740397,4.648737724714799
4,2,19.397395939452323,10.495334485033228,380.7659010238407,53.65301588518099,29.06889849368765,50.90653860509525,0.8989281815082031,1.0666948886083134,17.75184622178096
7,5,38.68034273680866,171.22646262307535,63.98017733794267,1.108330067323782,2.9745476691068338,69.51200726620849,1.056794681974746,5.141220153871202,0.7182967835087585
9,2,50.22875517338103,161.80595846630183,813.6236371916514,23.73520144880403,12.111440557472964,31.167508433697126,2.0170350039344807,0.2514896357197678,6.674101859894966
7,6,54.35496904793604,101.69505335571856,535.820569075914,5.854825984440545,4.633465930627539,80.70896232347575,2.864456205986895,2.3661144159469103,2.7103073064064978
1,2,41.77010378858383,59.57939919807626,631.4233553822994,19.662366848977104,26.501724303919723,43.09761788699828,7.238705051558686,0.5593720380852262,0.3645423974160148
1,5,21.25345978902857,235.45262089999713,584.8226399570287,9.08185079030453,30.96696424251394,94.23504456797978,4.318863223116092,4.7125019283523155,9.602709852495595
9,7,64.43487395930701,16.730785614869,577.2904118010402,18.445329935630873,19.703565776333342,58.50899507334167,1.1042471807202687,2.339284125450234,0.7923791564816876
9,4,59.32198674634358,21.319065255725175,22.618442333496624,45.96059846490583,6.5405280182888035,87.00575540102638,8.07380556056216,0.19231809871166095,1.280143383597534
4,3,40.63254924575352,128.93941010419934,455.88409027253874,9.01523221567967,19.558802692697753,67.35086932521122,9.34444032319265,0.48560230254921066,0.8528024820774633
9,2,21.643137486644505,74.39132965797718,708.5723119489929,26.57259286501776,26.157612546978303,62.1411567211927,4.495236634345541,1.2710311410170476,36.907833686377145
3,9,95.78104950970037,217.43029039973732,45.86122459867128,51.70081382079553,24.542743982537946,72.98106134623455,5.005876050180143,5.036259405672008,0.40029277493598664
7,3,56.05392947904646,185.14196032252963,823.2224786515284,56.03151804862659,25.267461082449863,83.97674551515966,1.106584952808686,5.114805792527054,3.143771770413011
6,6,77.29032873749098,225.28959783594843,369.58096169920697,14.060966729622173,10.882306503413155,69.78313787482759,3.847156877985679,6.378320353817802,10.55548429743743
8,4,53.7543377164785,95.32183312922986,255.09388607220424,52.485374379978225,4.4932369523699345,82.7654584112947,3.7462392390110484,1.541909016428167,17.337729400440743
9,8,22.04569754187796,215.99859627710512,461.38407507208467,14.663904992937532,6.8327691588568005,31.189538979058604,9.09212361683402,0.38679713935107574,9.370127686554268
5,4,42.694057744126255,251.34039909486094,691.095337973757,23.198948792979586,31.91625168595505,38.58890593185809,6.343883582442371,1.812037297240221,37.508295990971575
1,2,43.50853592795734,101.2986582802695,412.7236411701173,49.251514646289664,21.280284998685012,34.52643983492107,7.4396484422222935,1.1444479839007102,4.120490479788669
3,9,83.67235006379875,99.73776730116403,557.9816104252163,44.10447948625033,24.837677742368083,82.85577096423894,1.5549884553828033,4.546483193058548,6.386693973516385
8,7,69.40282329499026,262.2658974136449,434.17699853407146,48.10505196025155,30.16090880437684,22.320927502851447,4.152341935684108,6.203138481750195,17.22054892214125
6,4,40.04581753205915,15.549131475073189,546.1858532379164,44.894399708979684,28.720667019745175,82.64837178254689,2.123975220765076,1.7473601715733182,11.447527540895218
8,2,93.69984648607917,102.72496554309102,125.59896138817201,13.18692238106332,8.9922975262646,48.06859548423434,8.141700804557242,2.103251729799481,2.4088381222822313
9,2,43.61949201083503,35.538757199237544,40.86826939406583,31.348405975656778,4.00566738733224,21.758108771478618,1.771351377320205,2.2471434998423128,6.904862043374818
4,3,96.06313700172583,9.510167290543103,124.6358286381668,21.61256530010382,30.97148704685356,51.0762322297493,4.349840971025733,5.48450405184438,37.28007748162136
1,4,95.9026862206954,33.85470500110778,251.63418595493206,25.78978532995348,32.72988390103424,40.542695545377356,0.8828525357837868,3.699320580709845,19.879435329131013
1,2,33.51881512537249,126.24752860051636,223.9367144495007,8.636948549135687,19.84440441828463,65.31593553652522,6.108648647803947,6.2334489350637154,2.1294993021842146
4,3,42.93743650460101,200.45465128990486,532.4600206556336,17.714560072532066,29.82929955145494,55.1647638129741,4.737322749529849,4.013837916662843,1.9818987236954788
7,9,56.3684253825607,85.04975957305764,396.63691195926725,48.11400351178469,9.409479146128827,40.22607824250976,4.881700951961004,4.517646105012604,17.625571423813323
2,5,70.16780201396155,247.67577420780637,40.99497622159245,50.353026794613804,5.653303712744377,88.29260527446881,1.3145701953259867,0.5706701069983098,2.2176263200956754
3,9,59.623677297794444,128.09605545986918,37.63015831652771,34.22958800674167,17.744306753401677,49.57982111187336,5.0258306669536195,6.090754279963136,6.029215289738072
1,8,93.8317138577499,282.079780389098,85.1443894082917,27.95279311774223,27.42780434594574,55.008649303151195,5.474051417043001,4.019561540768851,1.9937653046225376
5,3,74.8091602282661,277.99597527256174,308.97230291571844,39.99030650517575,22.559727682774334,86.9634246039589,9.065560780095991,3.329156224445448,0.14771424325309898
1,3,35.13347582718052,225.50475981790973,13.172202286772102,34.15666733746555,22.0206572292711,22.56981170924181,0.6990041495695584,2.4793842180449825,20.82675935765159
8,2,26.84506014155697,271.6840749817486,429.1229412322807,55.184167856112346,2.7429720458026674,48.140917051108296,8.704422485424068,0.4931200795038507,15.096126780018754
1,6,72.05110002997515,206.29928130195458,315.4430227565424,10.663981240411804,12.074028952554336,49.24281835491313,4.7160801213842625,0.8534208330903653,6.359891331548232
1,6,30.98006411400913,260.99824173544084,481.5247985912926,25.19140914242762,31.418318960849167,57.14518068831809,2.2910307294187677,0.07484926032729788,1.7385232224312552
2,7,79.74495512602094,69.72467277970215,622.5476719862043,51.51329217821956,6.3759070789763195,24.02025035054945,6.389914746561027,6.391631901867846,16.420525763311144
2,6,42.80534171267611,101.34094209130696,221.90451975967187,51.31674906086821,24.789980895320493,23.726110306211865,5.053469955276638,5.032253583515152,4.452989596450334
6,3,44.034227886809504,219.60030515461082,141.8452263331713,27.788958092081838,25.814576883430185,50.39535624010285,2.4407951478675534,5.103692442100661,10.845589840233856
7,7,19.53687541018718,124.30767132754286,244.99626716998057,7.5627850122775,24.991113863280177,17.807465709471867,6.041441612520106,4.672577524086059,3.8081314564600417
5,9,73.02837319986565,244.09242129587508,9.403465250389822,45.71914197635183,32.96676020651549,36.67367052006898,4.659360476663904,3.0982786693732822,5.661394545032792
1,2,27.47840586251315,255.79080053477233,110.23504717683323,32.8277669628378,14.92637537304486,32.100024070582904,6.6011315652575835,0.5644620295397772,7.667330751378589
1,9,78.59824475342265,88.08149646601238,648.1330511153374,43.37461348959211,23.416214497700498,56.59783221250385,6.601692353164534,0.46252186495448844,14.355529803856975
3,4,56.81975619858352,240.06542453661422,197.88739451472316,25.947575722134115,8.222674026236254,15.948562363547902,4.655337871098139,5.864795116707763,17.841996441575567
2,8,79.4816856589791,45.867491463106546,855.7392977447038,11.437888020655972,14.630978383590836,72.43734327243749,3.917165898294775,0.0020124925046182797,5.861721133312356
5,8,63.95430678782495,98.08388568799359,151.00993826777278,1.3458057596011186,17.487534735670234,87.72492110611256,0.9691981728431581,4.474258297093664,2.6532080277294496
6,3,25.088578581471783,151.41342881542707,680.4856418626963,31.367656881910097,8.881136528210796,75.07302905034086,4.844619381647586,4.022901859389492,1.6682149991439603
7,3,78.0380560946517,66.8139797625495,609.0914211256334,9.034690635257174,30.401814087360535,84.53664439577001,2.5880352617958526,3.2078422089171994,4.16649224710924
4,7,24.109460079343105,169.2035241427228,282.5820781794655,10.498397402337783,24.47375252753497,69.68189432284586,0.879227181630863,6.239683757038053,16.183953415309503
7,2,55.79938334412324,169.03731184386103,289.9212677186986,24.476745896696922,11.024866587676588,58.126197923077044,3.373422073936917,1.2680214717567573,3.2018023046447395
8,5,32.057064096234654,61.14322008573284,488.44043309065006,24.800523819922166,6.397145262155181,33.61683577132173,1.1872211685502458,5.025833285595783,0.48686134035147133
1,3,77.00597629328608,231.9951182857595,734.7193929233775,15.393115760540066,11.152673913939989,38.76823955304344,5.617676406357121,4.3189708269830716,8.307464633027378
6,5,89.34832015497481,184.4032308272164,337.2016072506673,7.400835892556581,21.574845387759922,42.005180316159,4.933021582417689,6.236363502279374,0.3419155252360533
8,9,61.64477766026626,93.31409908060172,60.06808445912525,53.01184937723314,27.901308651449884,18.23150190465112,7.531860976564789,5.978059687631121,21.62172412719012
5,5,59.55391530818649,68.48002416307871,327.16723214458847,7.385038550770382,17.84853279441549,92.61254557001152,2.8087018927532466,0.8228561931316009,11.333915757325634
4,6,77.90714771523538,256.11329028977,184.67551647408558,19.678341996123365,5.387584345990386,91.52572972383679,3.7437615892300244,1.969385370326856,2.9685112269557834
2,2,19.093608005618858,243.6323995641942,808.7618234513403,17.103094385277736,9.953692345384905,24.16111721004619,6.600553497745657,5.445120774110853,6.331655967503673
